Function Name Readability,Variable Name Readability,Tabulators,Tab Indents,Space Indents,Prefer Tabs Over Spaces,Unique Words,AbiTagAttr,AccessSpecDecl,ArraySubscriptExpr,BinaryOperator,CStyleCastExpr,CXXBoolLiteralExpr,CXXConstructExpr,CXXConstructorDecl,CXXConversionDecl,CXXCtorInitializer,CXXDependentScopeMemberExpr,CXXDestructorDecl,CXXFunctionalCastExpr,CXXMemberCallExpr,CXXMethodDecl,CXXOperatorCallExpr,CXXRecordDecl,CXXStaticCastExpr,CXXTemporaryObjectExpr,CXXThisExpr,CXXUnresolvedConstructExpr,CallExpr,ClassTemplateSpecialization,CompoundAssignOperator,CompoundStmt,ConditionalOperator,ConstantExpr,CopyAssignment,CopyConstructor,DeclRefExpr,DeclStmt,DefaultConstructor,DefinitionData,DependentNameType,Destructor,EnumConstantDecl,ExprWithCleanups,FieldDecl,ForStmt,FormatAttr,FriendDecl,FunctionDecl,FunctionTemplateDecl,ImplicitCastExpr,IntegerLiteral,MaterializeTemporaryExpr,MemberExpr,MoveAssignment,MoveConstructor,NoThrowAttr,NullStmt,public,ParenExpr,ParenListExpr,ParmVarDecl,PureAttr,ReturnStmt,StringLiteral,TemplateArgument,TemplateSpecializationType,TemplateTypeParmDecl,TypedefDecl,UnaryOperator,UnresolvedLookupExpr,UsingDecl,UsingShadowDecl,WhileStmt,author,function
1,0.75,0,0,35,0,43,0,0,2,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,8,0,0,0,0,0,0,0,2,0,0,1,0,17,8,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,adi.pearl,main
1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,adi.pearl,mod
1,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,adi.pearl,sqr
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,adi.pearl,gcd
1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,adi.pearl,lcm
1,0.5,0,0,13,0,31,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,4,0,0,0,0,0,0,0,2,0,0,1,0,9,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,adi.pearl,main
1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,adi.pearl,sqr
1,1,0,0,9,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,adi.pearl,valid
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,adi.pearl,gcd
0,1,0,0,3,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,adi.pearl,getpq
1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,adi.pearl,lcm
1,0.33,0,0,19,0,37,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,7,5,0,0,0,0,0,0,0,1,0,0,1,0,4,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,adi.pearl,main
1,1,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,adi.pearl,minimise
1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,adi.pearl,mod
1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,adi.pearl,sqr
1,1,94,38,38,0,38,0,1,4,14,0,0,4,2,0,2,0,1,0,6,2,2,2,0,0,0,0,18,0,0,14,0,1,1,1,69,6,1,1,0,2,1,3,0,6,0,0,7,1,57,16,6,8,1,1,3,0,2,0,0,16,0,3,5,1,0,3,0,14,0,3,6,0,ADJA,main
1,1,43,20,20,0,35,0,1,0,11,0,1,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,7,0,2,8,0,1,1,1,41,1,1,1,0,2,1,1,0,1,0,0,7,1,31,3,1,1,1,1,3,0,2,0,0,16,0,3,3,1,0,3,0,5,0,3,6,1,ADJA,main
1,1,67,34,34,0,42,0,1,8,14,0,2,2,2,0,2,0,1,0,4,2,0,2,0,0,0,0,15,0,0,9,0,1,1,1,61,8,1,1,0,2,1,0,0,7,0,0,7,1,62,19,0,4,1,1,3,0,2,0,0,16,0,3,9,1,0,3,0,15,0,3,6,0,ADJA,main
1,1,26,13,13,0,27,0,1,0,5,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,6,0,0,7,0,1,1,1,30,4,1,1,0,2,1,0,0,3,0,0,7,1,24,6,0,1,1,1,3,0,2,1,0,16,0,3,3,1,0,3,0,8,0,3,6,0,ADJA,main
1,1,155,51,51,0,58,0,1,8,10,0,4,6,2,0,2,0,1,0,11,2,12,2,0,0,0,0,32,0,0,14,0,1,1,1,96,10,1,1,0,2,1,3,0,5,0,0,7,1,88,10,4,11,1,1,3,0,2,1,0,16,0,3,7,1,0,3,0,11,0,3,6,1,ADJA,main
1,0.86,251,73,73,0,48,0,1,14,31,6,5,2,2,0,2,0,1,0,15,2,8,2,0,0,0,0,31,0,2,24,0,1,1,1,114,13,1,1,0,2,1,1,0,9,0,0,7,1,118,30,1,15,1,1,3,0,2,0,0,16,0,3,4,1,0,3,0,15,0,3,6,0,ADJA,main
1,1,59,26,26,0,24,0,5,9,30,0,2,14,11,0,3,0,4,0,7,28,5,9,3,3,15,0,23,0,0,39,0,4,4,4,96,9,4,4,5,8,4,8,2,5,0,0,7,0,118,18,7,19,4,4,0,0,7,3,0,39,0,22,5,3,1,2,0,14,1,0,0,0,ADJA,go
1,1,22,12,13,0,28,0,1,1,4,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,8,0,0,8,0,1,1,1,30,2,1,1,0,2,1,0,0,2,0,0,7,1,24,7,0,1,1,1,3,0,2,0,0,16,0,3,3,1,0,3,0,5,0,3,6,0,ADJA,main
1,0,25,11,11,0,18,0,16,8,17,3,3,4,14,0,0,0,6,0,1,50,1,13,0,0,0,0,6,2,0,8,3,2,7,7,41,3,7,7,0,13,0,0,2,1,0,0,37,3,81,27,0,6,7,7,0,0,11,6,0,254,0,4,4,22,6,13,0,7,5,9,9,0,ADJA,put
1,1,88,8,40,0,31,0,1,8,17,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,9,0,0,15,0,1,1,1,71,8,1,1,0,2,1,0,0,6,0,0,7,1,61,9,0,1,1,1,3,0,2,0,0,16,0,3,4,1,0,3,0,13,0,3,6,0,ADJA,main
1,1,39,19,19,0,28,0,1,3,10,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,8,0,0,8,0,1,1,1,42,4,1,1,0,2,1,0,0,2,0,0,7,1,39,8,0,1,1,1,3,0,2,0,0,16,0,3,4,1,0,3,0,9,0,3,6,1,ADJA,main
1,1,0,0,7,0,11,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,6,0,0,7,0,1,1,1,16,2,1,1,0,2,1,0,0,1,0,0,7,1,15,3,0,1,1,1,3,0,2,0,0,16,0,3,2,1,0,3,0,2,0,3,6,0,Adrian.Orzepowski,main
1,1,0,0,6,0,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,25,2,0,0,0,0,0,0,0,2,0,0,1,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,Adrian.Orzepowski,solve
1,1,0,0,7,0,11,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,6,0,0,7,0,1,1,1,16,2,1,1,0,2,1,0,0,1,0,0,7,1,15,3,0,1,1,1,3,0,2,0,0,16,0,3,2,1,0,3,0,2,0,3,6,0,Adrian.Orzepowski,main
1,0.5,0,0,14,0,18,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,23,6,0,0,0,0,0,0,0,1,0,0,1,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,Adrian.Orzepowski,solve
1,1,0,0,7,0,11,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,6,0,0,7,0,1,1,1,16,2,1,1,0,2,1,0,0,1,0,0,7,1,15,3,0,1,1,1,3,0,2,0,0,16,0,3,2,1,0,3,0,2,0,3,6,0,Adrian.Orzepowski,main
1,1,0,0,17,0,23,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,2,0,0,30,6,0,0,0,0,0,0,0,4,0,0,1,0,35,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,Adrian.Orzepowski,solve
1,1,0,0,7,0,12,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,6,0,0,7,0,1,1,1,16,2,1,1,0,2,1,0,0,1,0,0,7,1,15,3,0,1,1,1,3,0,2,0,0,16,0,3,2,1,0,3,0,2,0,3,6,0,Adrian.Orzepowski,main
1,1,0,0,7,0,11,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,6,0,0,7,0,1,1,1,16,2,1,1,0,2,1,0,0,1,0,0,7,1,15,3,0,1,1,1,3,0,2,0,0,16,0,3,2,1,0,3,0,2,0,3,6,0,Adrian.Orzepowski,main
1,1,0,0,45,0,23,0,0,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,13,0,0,0,0,70,10,0,0,0,0,0,0,0,6,0,0,1,0,89,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,Adrian.Orzepowski,solve
1,1,0,0,6,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,Adrian.Orzepowski,bits
1,1,0,0,10,0,11,0,13,0,10,0,2,0,7,0,0,0,3,0,3,26,0,14,2,0,9,0,14,0,0,15,0,0,8,8,35,5,8,8,0,11,0,1,17,2,0,0,7,7,41,12,2,9,8,8,0,0,12,1,0,29,0,5,0,4,3,22,0,8,0,0,0,1,Adrian.Orzepowski,count
1,1,0,0,7,0,11,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,6,0,0,7,0,1,1,1,16,2,1,1,0,2,1,0,0,1,0,0,7,1,15,3,0,1,1,1,3,0,2,0,0,16,0,3,2,1,0,3,0,2,0,3,6,0,Adrian.Orzepowski,main
0,1,0,0,7,0,10,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,34,2,0,0,0,0,0,0,0,2,0,0,2,0,39,10,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,4,0,0,0,0,Adrian.Orzepowski,setStone
0,1,0,0,8,0,16,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,15,2,0,0,0,0,0,0,0,2,0,0,1,0,16,5,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,3,0,0,0,0,Adrian.Orzepowski,setStones
1,1,0,0,13,0,23,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,29,5,0,0,0,0,0,1,0,1,0,0,1,0,28,3,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,Adrian.Orzepowski,solve
1,1,0,0,7,0,11,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,6,0,0,7,0,1,1,1,16,2,1,1,0,2,1,0,0,1,0,0,7,1,15,3,0,1,1,1,3,0,2,0,0,16,0,3,2,1,0,3,0,2,0,3,6,0,Adrian.Orzepowski,main
1,1,0,0,20,0,29,0,0,2,5,0,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,9,0,2,4,0,0,0,0,35,9,0,0,0,0,0,2,0,3,0,0,1,0,36,4,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,Adrian.Orzepowski,solve
0,1,0,0,3,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,Adrian.Orzepowski,gcd
1,1,0,0,7,0,11,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,6,0,0,7,0,1,1,1,16,2,1,1,0,2,1,0,0,1,0,0,7,1,15,3,0,1,1,1,3,0,2,0,0,16,0,3,2,1,0,3,0,2,0,3,6,0,Adrian.Orzepowski,main
1,1,0,0,19,0,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,25,4,0,0,0,0,0,0,0,1,0,0,1,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,1,Adrian.Orzepowski,solve
1,1,0,0,7,0,17,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,Adrian.Orzepowski,finish
1,1,0,0,36,0,27,0,2,4,14,0,0,4,4,0,4,0,2,0,2,9,0,4,0,0,0,0,14,0,0,9,0,7,2,2,68,1,2,2,0,4,0,0,0,0,0,0,2,0,54,13,0,2,2,2,0,0,4,0,0,12,0,2,0,0,0,0,0,2,0,0,0,1,Adrian.Orzepowski,flow
1,0.43,0,0,27,0,22,0,12,15,32,0,3,0,23,0,4,8,2,0,0,42,1,12,1,0,7,2,9,5,0,34,0,2,8,8,73,8,8,8,2,10,3,0,15,6,0,0,18,15,81,40,0,16,8,8,0,0,6,0,4,78,0,23,2,6,1,32,0,14,1,2,2,1,Adrian.Orzepowski,init
1,1,0,0,22,0,25,0,3,8,5,0,0,0,3,0,0,0,1,0,0,55,0,5,0,0,0,0,0,0,0,1,0,0,3,3,24,0,3,3,3,4,0,0,7,0,0,0,2,24,31,4,0,0,3,3,0,0,1,0,0,116,0,1,0,18,1,32,0,1,0,0,0,0,Adrian.Orzepowski,insert
1,1,0,0,7,0,11,0,1,0,1,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,6,0,0,7,0,1,1,1,16,2,1,1,0,2,1,0,0,1,0,0,7,1,15,3,0,1,1,1,3,0,2,0,0,16,0,3,2,1,0,3,0,2,0,3,6,0,Adrian.Orzepowski,main
1,1,0,0,6,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,9,2,0,0,0,0,0,0,0,1,0,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Adrian.Orzepowski,solve
1,1,0,0,6,0,14,0,0,8,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,Adrian.Orzepowski,update
1,1,47,28,28,0,23,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,47,7,0,0,0,0,0,0,0,5,0,0,1,0,73,9,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,8,0,0,0,0,AdrianKuegel,main
1,0.89,51,21,21,0,21,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,34,6,0,0,0,0,0,2,0,2,0,0,4,0,33,11,4,0,0,0,3,0,0,1,0,6,0,1,4,0,0,0,0,10,0,0,0,0,AdrianKuegel,main
1,0.91,134,47,47,0,42,0,0,14,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,69,10,0,0,0,0,0,0,0,3,0,0,4,0,81,15,0,0,0,0,3,0,0,8,0,6,0,1,9,0,0,0,0,12,0,0,0,0,AdrianKuegel,main
1,0.8,148,44,44,0,36,0,0,44,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,6,0,0,0,0,116,10,0,0,0,0,0,1,0,7,0,0,4,0,155,24,1,0,0,0,3,0,0,1,0,6,0,1,6,0,0,0,0,16,0,0,0,0,AdrianKuegel,main
0,1,14,10,10,0,22,0,0,4,1,0,3,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,6,0,0,2,0,0,0,0,15,1,0,0,0,0,0,2,0,1,0,0,1,0,20,1,2,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,AdrianKuegel,dfs
1,1,85,35,35,0,36,0,0,2,14,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,6,1,0,0,0,43,7,0,0,0,0,0,0,0,3,0,0,4,0,49,11,0,2,0,0,3,0,0,11,0,6,0,1,12,0,0,0,0,14,0,0,0,1,AdrianKuegel,main
1,1,59,24,24,0,19,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,48,8,0,0,0,0,0,0,0,5,0,0,7,1,49,9,0,0,0,0,3,0,0,0,0,12,0,3,7,1,0,3,0,11,0,3,6,0,AdrianKuegel,main
1,0.87,147,50,50,0,56,0,0,11,34,3,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,77,12,0,0,0,0,0,1,0,4,0,0,4,0,82,18,2,8,0,0,3,0,0,4,0,6,0,1,4,0,0,0,0,12,0,0,0,2,AdrianKuegel,main
1,1,87,34,34,0,26,0,0,20,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,1,0,0,0,62,6,0,0,0,0,0,1,0,4,0,0,4,0,74,9,1,0,0,0,3,0,0,0,0,6,0,1,7,0,0,0,0,12,0,0,0,0,AdrianKuegel,main
1,1,1,1,1,0,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,1,0,4,0,0,5,5,13,0,5,5,0,5,0,0,2,0,0,0,15,8,15,0,0,0,5,5,0,0,3,0,0,46,0,4,0,5,1,35,0,1,1,1,1,0,AdrianKuegel,comp
1,0.64,102,41,41,0,34,0,0,21,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,6,0,0,0,0,80,11,0,0,0,0,0,0,0,4,0,0,4,0,92,17,0,0,0,0,3,0,0,5,0,6,0,1,8,0,0,0,0,11,0,0,0,0,AdrianKuegel,main
1,0.92,53,40,44,0,38,0,1,0,11,0,0,14,2,0,2,0,1,0,18,2,6,2,0,1,0,0,34,0,0,15,0,1,1,1,80,14,1,1,0,2,1,8,0,5,0,0,7,1,68,15,18,27,1,1,3,0,2,0,0,16,0,2,5,1,0,3,0,17,0,3,6,0,adrianvidal,main
1,1,39,22,93,0,56,0,0,58,87,0,15,3,0,0,0,0,0,0,10,0,1,0,0,6,0,0,12,0,0,26,0,0,0,0,191,24,0,0,0,0,0,7,0,21,0,0,1,0,195,63,12,22,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,25,0,0,0,1,adrianvidal,attempt
1,1,609,273,278,0,38,0,1,18,186,0,18,3,2,0,2,0,1,0,1,2,18,2,0,18,0,0,69,0,0,85,0,1,1,1,497,57,1,1,0,2,1,18,0,53,0,0,7,1,411,88,22,1,1,1,3,0,2,8,0,16,0,2,13,1,0,3,0,57,0,3,6,0,adrianvidal,main
1,0.86,32,27,32,0,34,0,0,22,31,0,4,3,0,0,0,0,0,0,1,0,17,0,0,0,0,0,20,0,0,6,0,2,0,0,103,7,0,0,0,0,2,2,0,3,0,0,1,0,134,12,4,29,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,adrianvidal,process
1,1,19,13,19,0,39,0,1,12,25,0,5,4,2,0,2,0,1,0,1,2,2,2,0,0,0,0,7,0,0,9,0,2,1,1,60,5,1,1,0,2,2,2,0,2,0,0,9,0,72,11,4,22,1,1,0,0,8,3,0,11,0,5,0,0,0,0,1,3,0,0,0,0,adrianvidal,valid
1,0.8,51,27,31,0,30,0,1,0,21,0,1,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,6,0,5,13,0,1,1,1,55,7,1,1,0,2,1,0,0,1,0,0,7,1,48,7,0,1,1,1,3,0,2,7,0,16,0,2,3,1,0,3,0,5,0,3,6,1,adrianvidal,main
1,1,42,26,31,0,26,0,1,6,12,0,0,3,2,0,2,0,1,0,5,2,5,2,0,0,0,0,21,0,0,14,0,1,1,1,65,11,1,1,0,2,1,3,0,6,0,0,7,1,69,18,3,5,1,1,3,0,2,0,0,16,0,2,9,1,0,3,0,15,0,3,6,0,adrianvidal,main
1,0.75,54,31,35,0,44,0,1,11,19,0,2,6,2,0,2,0,1,0,5,2,14,2,0,0,0,0,27,0,0,13,0,1,1,1,105,16,1,1,0,2,1,0,0,8,0,0,7,1,112,13,0,5,1,1,3,0,2,0,0,16,0,2,4,1,0,3,0,11,0,3,6,0,adrianvidal,main
1,0.86,12,10,14,0,19,0,1,3,12,0,0,2,2,0,2,0,1,0,1,2,0,2,0,0,0,0,8,0,1,9,0,1,1,1,42,8,1,1,0,2,1,0,0,4,0,0,7,1,40,11,0,1,1,1,3,0,2,1,0,16,0,2,5,1,0,3,0,8,0,3,6,0,adrianvidal,main
0,1,5,4,9,0,14,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,18,2,0,0,0,0,0,0,0,1,0,0,1,0,21,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,adrianvidal,dfs
1,0.92,72,38,42,0,40,0,1,12,17,0,0,5,2,0,2,0,1,0,9,2,3,2,0,0,0,0,22,0,1,11,0,1,1,1,87,13,1,1,0,2,1,2,0,6,0,0,7,1,85,16,3,9,1,1,3,0,2,0,0,16,0,2,4,1,0,3,0,13,0,3,6,0,adrianvidal,main
1,0.85,94,52,56,0,43,0,1,15,32,0,3,3,2,0,2,0,1,0,1,2,3,2,0,0,0,0,13,0,0,18,0,1,1,1,106,18,1,1,0,2,1,0,0,9,0,0,7,1,103,20,0,1,1,1,3,0,2,0,0,16,0,2,4,1,0,3,0,17,0,3,6,0,adrianvidal,main
1,0.9,39,26,30,0,39,0,1,0,7,0,0,7,2,0,2,0,1,0,13,2,10,2,0,0,0,0,30,0,0,9,0,1,1,1,60,11,1,1,0,2,1,7,0,2,0,0,7,1,64,9,9,18,1,1,3,0,2,2,0,16,0,2,5,1,0,3,0,11,0,3,6,1,adrianvidal,main
1,1,0,0,12,0,28,0,1,6,5,0,0,2,2,0,2,0,1,0,1,2,1,2,0,0,0,0,6,0,0,7,0,1,1,1,28,2,1,1,0,2,1,0,0,1,0,0,7,1,38,4,0,1,1,1,3,0,2,0,0,16,0,3,1,1,0,3,0,3,0,3,6,1,AekdyCoin,main
1,1,0,0,13,0,16,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,25,3,0,0,0,0,0,0,0,1,0,0,1,0,23,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,AekdyCoin,gao
1,0,0,0,2,0,5,0,14,1,7,0,3,0,24,0,4,8,3,0,0,42,1,14,1,0,7,2,5,5,0,27,0,2,9,9,11,0,9,9,2,12,3,0,15,0,0,0,16,13,25,22,0,16,9,9,0,0,7,0,4,67,0,23,0,6,1,26,0,1,1,2,2,0,AekdyCoin,init
1,1,0,0,16,0,22,0,2,13,19,0,3,0,1,1,0,18,0,0,0,41,19,3,0,0,6,0,31,0,0,7,0,0,2,2,93,4,2,2,0,2,0,0,1,0,0,0,2,17,53,12,0,35,2,2,0,0,1,1,0,92,0,5,0,15,0,21,0,6,19,0,0,1,AekdyCoin,insert
1,1,0,0,14,0,25,0,1,3,6,0,0,2,2,0,2,0,1,0,1,2,5,2,0,0,0,0,11,0,1,7,0,1,1,1,39,4,1,1,0,2,1,0,0,2,0,0,7,1,33,10,0,1,1,1,3,0,2,0,0,16,0,3,1,1,0,3,0,4,0,3,6,1,AekdyCoin,main
1,0.33,0,0,5,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,6,0,0,0,0,0,12,0,0,1,0,3,0,0,16,1,0,0,0,0,3,2,0,0,0,0,8,0,22,5,4,2,0,0,0,0,0,2,0,25,0,0,6,0,0,0,0,0,0,1,1,0,AekdyCoin,read
