empty_lines,non_empty_lines,average_line_length,line_length_deviation,words,unique_words,chars,tabulators,spaces,tab_indents,space_indents,prefers_tabs_over_spaces,whitespace_to_character_ratio,comments,comment_readability,one_line_to_all_comments,multi_line_to_all_comments,inline_to_all_comments,unindented_comments_to_all,preprocessor_directives,define_name_readability,using_stl_libraries,all_keywords,if_keywords,else_keywords,for_keywords,while_keywords,switch_keywords,do_keywords,variable_name_readability,custom_types,custom_type_name_readability,functions,function_name_readability,function_average_length,function_length_deviation,function_block_braces,nesting_depth,average_parameter_count,parameter_count_deviation,commands,average_commands_per_line,ternary_operations,negation_operator,uses_united_declarations,uses_range_based_for,creation_order,author
0.17,0.83,15.96,14.45,167,45,734,65,132,29,0.84,1,0.27,0,0,0,0,0,0,1,0,1,12,4,3,4,1,0,0,0,1,0,0,0,0,0,3,6,0,0,25,0.68,0,0,1,0,0,abcsampson
0.18,0.82,17.69,16.61,425,75,1557,111,312,56,0.85,1,0.27,1,1.00,1.00,0,0,0,1,0,1,12,5,1,5,1,0,0,0,1,0,2,1.00,4.00,1.00,1,4,3.00,2.00,52,0.73,1,2,1,0,0,abcsampson
0.21,0.79,14.91,14.05,157,46,641,38,109,24,0.82,1,0.23,0,0,0,0,0,0,1,0,1,7,2,0,4,1,0,0,0,1,0,1,0.00,7.00,0.00,1,4,0.00,0.00,23,0.70,1,0,1,0,0,abcsampson
0.18,0.82,16.63,14.05,159,44,632,42,114,23,0.83,1,0.25,0,0,0,0,0,0,1,0,1,5,1,0,4,0,0,0,0,1,0,0,0,0,0,3,4,0,0,24,0.80,1,0,1,0,0,abcsampson
0.15,0.85,16.32,14.52,307,73,1208,157,243,50,0.84,1,0.33,0,0,0,0,0,0,1,0,1,9,4,0,5,0,0,0,0,1,0,2,0.50,2.00,1.00,1,6,2.00,1.00,46,0.74,0,0,1,0,0,abcsampson
0.17,0.83,12.45,11.70,282,65,1083,195,235,66,0.97,1,0.40,2,0.93,1.00,0,0,0,1,0,1,15,6,3,4,2,0,0,0,1,0,1,1.00,3.00,0.00,1,5,3.00,0.00,49,0.69,0,1,1,0,0,abcsampson
0.03,0.97,15.19,10.86,189,44,896,0,333,0,0.79,0,0.37,4,0.60,1.00,0,0,1.00,1,0,1,11,2,1,5,3,0,0,0,1,0,2,1.00,15.00,6.00,1,4,3.00,0.00,45,0.80,0,0,1,0,0,abdurak
0.01,0.99,15.97,14.39,418,58,2124,0,1471,0,0.91,0,0.69,31,0.66,0.26,0.74,0,0.26,1,0,0,56,29,11,15,1,0,0,0,1,0,0,0,0,0,3,3,0,0,115,0.88,0,0,1,0,0,abdurak
0.03,0.97,13.09,8.98,86,39,419,0,163,0,0.70,0,0.39,4,0.60,1.00,0,0,1.00,1,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,3,2,0,0,19,0.63,0,0,1,0,0,abdurak
0.02,0.98,14.98,12.48,119,40,629,0,348,0,0.82,0,0.55,3,0.57,1.00,0,0,1.00,1,0,0,14,5,4,5,0,0,0,0,1,0,0,0,0,0,3,3,0,0,30,0.75,0,0,1,0,0,abdurak
0.00,1.00,12.08,11.47,242,68,1172,0,873,0,0.79,0,0.74,14,0.75,0.14,0.79,0.07,0,1,0,1,9,5,1,2,1,0,0,0,1,0,1,0.00,8.00,0.00,1,6,1.00,0.00,51,0.53,1,0,1,0,0,abdurak
0.00,1.00,16.80,12.66,540,69,2436,0,1038,0,0.82,0,0.43,124,0.75,0.06,0.93,0.01,0.02,1,0,1,30,21,7,2,0,0,0,0,1,0,2,0.00,40.50,32.50,1,6,2.00,0.00,69,0.48,1,0,1,0,0,abdurak
0.00,1.00,13.45,11.74,103,42,511,0,284,0,0.57,0,0.56,6,0.67,0.17,0.83,0,0,1,0,1,3,1,0,2,0,0,0,0,1,0,0,0,0,0,3,6,0,0,18,0.49,1,0,1,0,0,abdurak
0.00,1.00,16.16,15.65,187,61,1083,0,762,0,0.74,0,0.70,12,0.82,0.58,0.42,0,0,1,0,1,8,3,1,2,2,0,0,0,1,0,0,0,0,0,3,6,0,0,40,0.61,1,0,1,0,0,abdurak
0.12,0.88,20.90,16.24,317,65,1442,1,232,1,0.58,1,0.16,10,0.76,0.50,0.50,0,0.30,1,0,1,7,5,0,2,0,0,0,0,1,0,3,1.00,0,0,3,4,2.00,2.67,36,0.60,0,0,1,0,0,abdurak
0.01,0.99,11.42,10.36,375,90,1838,0,1162,0,0.73,0,0.63,25,0.94,0.16,0.84,0,0.08,1,0,1,27,9,2,16,0,0,0,0,1,0,2,1.00,52.00,6.00,2,4,0.00,0.00,72,0.46,1,1,1,0,0,abhay26
0.02,0.98,12.01,12.37,470,112,2257,0,1666,0,0.75,0,0.74,18,0.95,0.83,0.17,0,0,1,0,1,35,11,2,22,0,0,0,0,1,0,3,0.67,38.67,9.56,2,4,3.33,0.44,76,0.42,1,0,1,0,0,abhay26
0.03,0.97,16.78,9.61,191,88,1124,0,306,0,0.45,0,0.27,6,0.89,0.50,0.50,0,0.33,1,0,1,6,1,0,4,1,0,0,0,1,0,0,0,0,0,3,4,0,0,29,0.45,1,0,1,0,0,abhay26
0.00,1.00,14.98,10.40,250,83,1378,0,587,0,0.57,0,0.43,31,0.91,0.06,0.87,0.06,0.06,1,0,1,19,4,3,12,0,0,0,0,1,0,0,0,0,0,3,4,0,0,43,0.47,1,0,1,0,0,abhay26
0.00,1.00,14.26,12.12,358,84,1840,0,1184,0,0.70,0,0.64,5,0.83,0.40,0.60,0,0.40,1,0,1,51,28,19,4,0,0,0,0,1,0,0,0,0,0,3,4,0,0,47,0.37,1,0,1,0,0,abhay26
0.01,0.99,12.96,11.59,427,110,2333,0,1591,0,0.74,0,0.68,35,0.96,0.46,0.54,0,0.11,1,0,1,40,16,5,19,0,0,0,0,1,0,1,1.00,77.00,0.00,2,5,2.00,0.00,72,0.40,1,1,0,0,0,abhay26
0.00,1.00,14.05,9.35,299,99,1503,0,535,0,0.55,0,0.36,7,0.91,0.57,0.43,0,0.29,1,0,1,12,5,0,6,1,0,0,0,1,0,2,0.50,14.50,8.50,2,4,2.00,0.00,50,0.47,1,0,1,0,0,abhay26
0.00,1.00,13.66,10.37,273,94,1448,0,682,0,0.59,0,0.47,6,0.73,0.50,0.50,0,0.33,1,0,1,16,4,1,11,0,0,0,0,1,0,1,1.00,39.00,0.00,2,4,1.00,0.00,44,0.42,1,0,1,0,0,abhay26
0.00,1.00,12.34,10.74,548,110,2529,0,1386,0,0.70,0,0.55,12,0.93,0.75,0.25,0,0.25,1,0,1,36,11,3,22,0,0,0,0,1,0,4,0.75,25.00,13.50,2,4,2.25,0.38,113,0.56,1,1,1,0,0,abhay26
0.04,0.96,13.80,8.85,141,33,745,115,38,39,0.80,1,0.21,15,0.92,1.00,0,0,0.40,1,0,1,13,4,0,6,2,0,1,0,1,0,0,0,0,0,3,4,0,0,41,0.80,0,0,1,0,0,abhra73
0.00,1.00,18.21,13.91,750,31,4717,872,135,244,0.95,1,0.21,0,0,0,0,0,0,1,0,0,161,79,71,10,1,0,0,0,1,0,3,1.00,23.33,5.78,2,3,3.00,0.00,113,0.44,0,0,1,0,0,abhra73
0.03,0.97,8.09,6.60,56,27,267,57,13,25,0.84,1,0.26,0,0,0,0,0,0,1,0,0,4,1,1,0,2,0,0,0,1,0,0,0,0,0,3,4,0,0,15,0.48,0,0,1,0,0,abhra73
0.02,0.98,9.00,7.50,97,29,459,113,18,44,0.92,1,0.29,0,0,0,0,0,0,1,0,0,14,5,2,6,1,0,0,0,1,0,0,0,0,0,3,3,0,0,30,0.61,0,0,1,0,0,abhra73
0.00,1.00,9.60,7.30,211,45,970,262,29,90,0.90,1,0.30,3,1.00,1.00,0,0,0.33,1,0,1,20,9,1,8,2,0,0,0,1,0,0,0,0,0,3,3,0,0,61,0.61,0,0,1,0,0,abhra73
0.04,0.96,8.96,7.69,50,23,233,42,12,18,0.79,1,0.23,1,1.00,1.00,0,0,1.00,1,0,0,4,1,0,2,1,0,0,0,1,0,0,0,0,0,3,3,0,0,14,0.58,0,0,1,0,0,abhra73
0.02,0.98,10.21,7.83,124,35,592,135,18,49,0.89,1,0.26,0,0,0,0,0,0,1,0,1,11,4,1,3,3,0,0,0,1,0,0,0,0,0,3,3,0,0,36,0.64,0,0,1,0,0,abhra73
0.00,1.00,11.36,7.91,171,54,795,137,120,59,0.86,1,0.32,0,0,0,0,0,0,1,0,1,15,4,0,8,2,0,1,0,1,0,0,0,0,0,3,4,0,0,50,0.72,0,0,1,0,0,abhra73
0.00,1.00,10.83,8.08,115,39,563,100,38,40,0.78,1,0.25,2,1.00,1.00,0,0,0,1,0,0,8,3,3,0,2,0,0,0,1,0,1,0.00,7.00,0.00,2,3,2.00,0.00,26,0.51,0,0,1,0,0,abhra73
0.00,1.00,17.76,8.77,67,36,373,20,13,12,0.60,1,0.09,0,0,0,0,0,0,1,0,1,4,1,1,2,0,0,0,0,1,0,0,0,0,0,3,4,0,0,17,0.85,0,0,1,0,0,Abscp
0.00,1.00,16.84,8.74,133,44,640,38,15,25,0.68,1,0.08,0,0,0,0,0,0,1,0,1,8,3,0,3,1,0,1,0,1,0,1,1.00,11.00,0.00,1,3,1.00,0.00,31,0.84,0,1,1,0,0,Abscp
0.00,1.00,15.88,7.64,81,37,397,25,10,14,0.58,1,0.09,0,0,0,0,0,0,1,0,1,5,2,1,2,0,0,0,0,1,0,0,0,0,0,3,3,0,0,17,0.71,0,0,1,0,0,Abscp
0.00,1.00,16.02,8.93,160,42,753,122,20,39,0.85,1,0.19,0,0,0,0,0,0,1,0,1,15,8,1,5,1,0,0,0,1,0,0,0,0,0,3,3,0,0,44,0.96,0,1,1,0,0,Abscp
0.00,1.00,17.00,10.00,78,35,391,25,12,14,0.64,1,0.09,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,3,3,0,0,19,0.86,0,0,1,0,0,Abscp
0.00,1.00,16.04,8.32,101,33,449,32,23,18,0.67,1,0.12,0,0,0,0,0,0,1,0,1,4,0,0,4,0,0,0,0,1,0,1,0.00,3.00,0.00,1,3,2.00,0.00,23,0.85,0,0,1,0,0,Abscp
0.00,1.00,20.71,9.83,128,42,580,40,14,20,0.74,1,0.09,0,0,0,0,0,0,1,0,1,9,4,0,5,0,0,0,0,1,0,0,0,0,0,3,5,0,0,28,1.04,0,0,1,0,0,Abscp
0.00,1.00,20.39,9.56,126,41,571,40,14,20,0.74,1,0.09,0,0,0,0,0,0,1,0,1,9,4,0,5,0,0,0,0,1,0,0,0,0,0,3,5,0,0,28,1.04,0,0,1,0,0,Abscp
0.00,1.00,20.39,9.56,126,41,571,40,14,20,0.74,1,0.09,0,0,0,0,0,0,1,0,1,9,4,0,5,0,0,0,0,1,0,0,0,0,0,3,5,0,0,28,1.04,0,0,1,0,0,Abscp
0.15,0.85,13.19,14.46,134,34,699,0,331,0,1.07,0,0.47,0,0,0,0,0,0,1,0,1,11,4,2,5,0,0,0,0,1,0,0,0,0,0,3,3,0,0,34,0.77,0,0,0,1,0,abyss.7
0.15,0.85,12.62,13.79,442,55,2184,0,1225,0,1.11,0,0.56,2,1.00,1.00,0,0,0,1,0,0,39,15,14,8,2,0,0,0,1,0,0,0,0,0,3,3,0,0,94,0.64,0,0,1,0,0,abyss.7
0.18,0.82,17.21,17.17,108,33,568,0,201,0,1.08,0,0.35,0,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,3,2,0,0,18,0.69,0,0,1,0,0,abyss.7
0.16,0.84,14.81,14.82,114,34,637,0,247,0,1.03,0,0.39,0,0,0,0,0,0,1,0,1,9,3,2,4,0,0,0,0,1,0,0,0,0,0,3,3,0,0,29,0.83,0,0,0,0,0,abyss.7
0.26,0.74,13.83,15.01,264,44,1328,0,377,0,1.09,0,0.28,0,0,0,0,0,0,1,0,1,26,13,3,7,0,3,0,0,1,0,5,0.20,11.80,6.08,1,3,1.40,0.48,55,0.79,0,0,1,0,0,abyss.7
0.19,0.81,13.85,14.20,250,57,1177,0,435,0,1.04,0,0.37,0,0,0,0,0,0,1,0,1,11,1,1,8,1,0,0,0,1,0,3,0.33,9.33,3.11,1,3,1.67,0.44,53,0.78,0,0,0,1,0,abyss.7
0.15,0.85,15.39,13.41,267,40,1370,0,411,0,0.83,0,0.30,14,1.00,1.00,0,0,1.00,1,0,1,9,3,1,5,0,0,0,0,1,0,2,0.00,22.00,12.00,1,4,1.50,0.50,58,0.77,0,0,1,0,0,abyss.7
0.16,0.84,16.02,15.34,242,46,1298,0,444,0,1.04,0,0.34,0,0,0,0,0,0,1,0,1,11,4,0,7,0,0,0,0,1,0,1,0.00,25.00,0.00,3,4,1.00,0.00,37,0.55,0,0,1,1,0,abyss.7
0.15,0.85,14.18,14.05,168,45,950,0,435,0,1.04,0,0.46,0,0,0,0,0,0,1,0,1,13,5,2,6,0,0,0,0,1,0,0,0,0,0,3,3,0,0,39,0.70,0,0,0,1,0,abyss.7
0.06,0.94,25.68,23.58,195,42,796,43,180,22,0.86,1,0.28,0,0,0,0,0,0,1,0,1,11,3,0,8,0,0,0,0,1,0,0,0,0,0,3,6,0,0,46,1.64,0,0,1,0,0,abyssmaul
0.03,0.97,19.54,17.68,320,42,1407,159,329,64,0.96,1,0.35,3,0.91,1.00,0,0,0.33,1,0,0,31,11,1,18,1,0,0,0,1,0,0,0,0,0,3,4,0,0,87,1.26,1,0,1,1,0,abyssmaul
0.10,0.90,14.60,13.48,69,32,292,24,62,13,0.88,1,0.29,0,0,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,1,0,0,0,0,0,3,2,0,0,16,0.94,0,0,1,0,0,abyssmaul
0.10,0.90,15.39,15.05,102,36,477,53,104,23,0.96,1,0.33,0,0,0,0,0,0,1,0,0,11,5,1,5,0,0,0,0,1,0,0,0,0,0,3,3,0,0,29,1.07,0,0,1,0,0,abyssmaul
0.04,0.96,15.73,13.60,185,53,802,82,195,36,0.79,1,0.35,0,0,0,0,0,0,1,0,1,15,5,1,9,0,0,0,0,1,0,2,1.00,6.50,1.50,1,4,0.50,0.50,51,1.06,0,0,1,0,0,abyssmaul
0.05,0.95,22.62,17.52,177,48,837,34,153,20,0.65,1,0.22,7,0.84,1.00,0,0,0,1,0,1,9,2,0,7,0,0,0,0,1,0,0,0,0,0,3,7,0,0,39,1.15,1,0,1,1,0,abyssmaul
0.04,0.96,19.12,14.60,218,49,937,52,193,33,0.76,1,0.26,1,0.86,1.00,0,0,0,1,0,1,15,7,1,7,0,0,0,0,1,0,2,1.00,11.50,6.50,1,5,2.00,0.00,44,0.96,0,0,1,0,0,abyssmaul
0.04,0.96,19.93,17.03,259,61,1096,111,225,39,0.79,1,0.31,3,0.92,1.00,0,0,0,1,0,1,12,4,1,6,1,0,0,0,1,0,0,0,0,0,3,4,0,0,50,0.96,0,0,1,0,0,abyssmaul
0.04,0.96,19.40,16.67,215,50,912,52,196,30,0.73,1,0.27,0,0,0,0,0,0,1,0,1,15,4,2,9,0,0,0,0,1,0,2,0.00,12.00,9.00,1,8,0.50,0.50,51,1.16,0,0,1,0,0,abyssmaul
0.08,0.92,15.85,9.15,297,109,1537,64,173,32,0.45,1,0.15,1,1.00,1.00,0,0,1.00,1,0,1,5,1,1,3,0,0,0,0,1,0,1,1.00,13.00,0.00,1,4,2.00,0.00,38,0.43,0,0,0,1,0,achan1058
0.10,0.90,14.05,9.47,368,112,1855,173,304,61,0.63,1,0.26,0,0,0,0,0,0,1,0,1,14,9,2,3,0,0,0,0,1,0,1,0.00,22.00,0.00,1,4,5.00,0.00,50,0.42,0,0,1,1,0,achan1058
0.09,0.91,17.15,9.01,256,101,1338,32,172,16,0.33,1,0.15,0,0,0,0,0,0,1,0,1,5,0,0,3,1,0,1,0,1,0,0,0,0,0,3,4,0,0,30,0.43,0,0,1,1,0,achan1058
0.07,0.93,15.67,9.15,273,106,1473,85,195,32,0.45,1,0.19,0,0,0,0,0,0,1,0,1,9,4,2,3,0,0,0,0,1,0,0,0,0,0,3,4,0,0,33,0.38,0,0,1,1,0,achan1058
0.11,0.89,15.19,9.36,306,112,1610,114,200,40,0.55,1,0.20,0,0,0,0,0,0,1,0,1,8,4,1,3,0,0,0,0,1,0,0,0,0,0,3,4,0,0,38,0.41,0,0,1,1,0,achan1058
0.11,0.89,12.33,9.74,511,125,2442,271,411,110,0.74,1,0.28,2,0.60,1.00,0,0,0,1,0,1,15,10,1,3,1,0,0,0,1,0,6,0.33,15.67,11.56,1,4,1.17,0.56,75,0.43,0,0,1,1,0,achan1058
0.12,0.88,15.99,11.13,390,118,2063,138,272,55,0.63,1,0.20,4,1.00,1.00,0,0,0.25,1,0,1,10,4,2,3,1,0,0,0,1,0,0,0,0,0,3,4,0,0,47,0.42,0,0,1,1,0,achan1058
0.12,0.88,14.68,9.80,360,119,1908,137,266,51,0.59,1,0.21,0,0,0,0,0,0,1,0,1,13,6,2,4,1,0,0,0,1,0,2,0.00,31.00,16.00,1,5,0.50,0.50,49,0.43,0,0,1,1,0,achan1058
0.12,0.88,15.39,9.67,321,109,1662,107,237,36,0.52,1,0.21,4,1.00,1.00,0,0,0,1,0,1,7,2,1,3,1,0,0,0,1,0,0,0,0,0,3,4,0,0,39,0.41,0,0,1,1,0,achan1058
0.14,0.86,10.69,12.61,156,54,866,0,640,0,0.99,0,0.74,1,0.83,1.00,0,0,0,1,0,1,9,2,2,5,0,0,0,0,1,0,0,0,0,0,3,3,0,0,41,0.59,0,0,1,0,0,achiever202
0.07,0.93,9.55,18.31,415,53,2091,0,3463,0,1.02,0,1.66,1,0.83,1.00,0,0,0,1,0,1,58,21,15,20,2,0,0,0,1,0,0,0,0,0,3,4,0,0,107,0.53,0,0,1,0,0,achiever202
0.06,0.94,14.00,11.86,92,44,504,0,212,0,0.73,0,0.42,1,0.83,1.00,0,0,0,1,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,3,2,0,0,19,0.58,0,0,1,0,0,achiever202
0.06,0.94,14.18,13.43,134,45,709,0,408,0,0.83,0,0.58,0,0,0,0,0,0,1,0,1,12,3,2,7,0,0,0,0,1,0,0,0,0,0,3,4,0,0,31,0.67,0,0,1,0,0,achiever202
0.03,0.97,12.02,13.15,147,35,769,0,619,0,0.84,0,0.80,4,1.00,1.00,0,0,0,1,0,1,12,4,1,7,0,0,0,0,1,0,0,0,0,0,3,3,0,0,43,0.70,0,0,1,0,0,achiever202
0.06,0.94,9.83,9.43,70,29,344,0,195,0,0.72,0,0.57,0,0,0,0,0,0,1,0,1,6,2,1,3,0,0,0,0,1,0,0,0,0,0,3,3,0,0,17,0.53,0,0,1,0,0,achiever202
0.09,0.91,8.50,9.84,98,42,459,0,289,0,0.75,0,0.63,1,1.00,1.00,0,0,0,1,0,1,6,2,1,3,0,0,0,0,1,0,1,1.00,7.00,0.00,2,2,1.00,0.00,24,0.50,0,0,1,0,0,achiever202
0.08,0.92,10.27,14.81,274,54,1428,0,1552,0,0.95,0,1.09,9,1.00,1.00,0,0,0,1,0,1,24,9,5,10,0,0,0,0,1,0,1,1.00,7.00,0.00,2,3,1.00,0.00,73,0.57,0,0,1,0,0,achiever202
0.12,0.88,8.94,13.04,128,36,608,0,631,0,0.90,0,1.04,0,0,0,0,0,0,1,0,1,10,5,1,4,0,0,0,0,1,0,0,0,0,0,3,3,0,0,29,0.49,0,0,1,0,0,achiever202
0.05,0.95,10.46,10.18,215,54,1088,0,661,0,0.89,0,0.61,1,1.00,1.00,0,0,1.00,1,0,1,19,7,1,6,5,0,0,0,1,0,2,1.00,17.00,2.00,2,4,0.50,0.50,55,0.56,1,3,1,0,0,ACMonster
0.05,0.95,10.95,9.92,412,55,2059,0,980,0,0.89,0,0.48,1,1.00,1.00,0,0,1.00,1,0,1,51,19,11,17,4,0,0,0,1,0,6,0.33,25.33,19.89,2,4,1.67,0.78,104,0.58,1,3,1,0,0,ACMonster
0.07,0.93,11.40,9.41,129,50,775,0,231,0,0.82,0,0.30,1,1.00,1.00,0,0,1.00,1,0,1,10,4,0,1,5,0,0,0,1,0,2,1.00,17.00,2.00,2,4,0.50,0.50,30,0.48,1,1,1,0,0,ACMonster
0.06,0.94,10.85,9.35,175,52,944,0,416,0,0.86,0,0.44,2,0.67,1.00,0,0,0.50,1,0,1,22,8,4,6,4,0,0,0,1,0,2,1.00,17.00,2.00,2,4,0.50,0.50,47,0.58,1,2,1,0,0,ACMonster
0.07,0.93,12.62,9.92,237,62,1212,0,326,0,0.80,0,0.27,2,0.67,1.00,0,0,0.50,1,0,1,16,8,0,4,4,0,0,0,1,0,3,1.00,18.33,2.22,2,6,1.67,1.56,51,0.58,1,4,1,0,0,ACMonster
0.05,0.95,13.51,13.23,382,65,1918,0,1192,0,0.88,0,0.62,2,0.67,1.00,0,0,0.50,1,0,1,33,13,0,16,4,0,0,0,1,0,3,0.67,10.00,4.00,2,4,0.67,0.44,95,0.71,1,4,1,0,0,ACMonster
0.05,0.95,12.81,11.28,258,68,1281,0,571,0,0.85,0,0.45,2,0.67,1.00,0,0,0.50,1,0,1,20,5,2,7,6,0,0,0,1,0,2,1.00,17.00,2.00,2,5,0.50,0.50,54,0.57,1,2,1,0,0,ACMonster
0.06,0.94,12.23,11.24,480,88,2275,0,1086,0,0.84,0,0.48,2,0.67,1.00,0,0,0.50,1,0,1,32,14,1,8,9,0,0,0,1,0,4,1.00,24.00,15.50,2,4,1.75,1.25,91,0.53,1,4,1,0,0,ACMonster
0.06,0.94,10.78,9.01,250,66,1261,0,515,0,0.81,0,0.41,2,0.67,1.00,0,0,0.50,1,0,1,20,8,0,7,5,0,0,0,1,0,3,0.67,25.00,10.67,2,5,0.67,0.44,63,0.58,1,2,1,0,0,ACMonster
0.00,1.00,14.14,12.61,214,42,990,0,554,0,0.71,0,0.56,9,1.00,0.00,1.00,0,0,1,0,1,19,6,2,10,1,0,0,0,1,0,1,0.00,4.00,0.00,2,4,2.00,0.00,55,0.80,1,2,1,0,0,ACPrimer
0.00,1.00,13.37,10.89,78,33,401,0,132,0,0.52,0,0.33,5,0,0.00,1.00,0,0,1,0,1,6,2,2,1,1,0,0,0,1,0,0,0,0,0,3,4,0,0,15,0.52,0,0,1,0,0,ACPrimer
0.00,1.00,20.48,16.09,137,42,676,0,169,0,0.56,0,0.25,5,0,0.00,1.00,0,0,1,0,1,9,3,2,3,1,0,0,0,1,0,0,0,0,0,3,4,0,0,31,0.97,0,0,1,0,0,ACPrimer
0.01,0.99,12.04,10.68,208,48,915,0,430,0,0.69,0,0.47,0,0,0,0,0,0,1,0,1,15,6,1,7,1,0,0,0,1,0,3,0.67,10.67,6.22,2,4,0.67,0.44,50,0.68,1,1,1,1,0,ACPrimer
0.01,0.99,10.82,10.71,183,42,790,0,552,0,0.79,0,0.70,5,0.80,0.00,1.00,0,0,1,0,1,12,7,1,3,1,0,0,0,1,0,1,0.00,27.00,0.00,2,3,1.00,0.00,44,0.62,0,1,1,0,0,ACPrimer
0.03,0.97,14.31,10.16,112,42,458,0,116,0,0.50,0,0.25,0,0,0,0,0,0,1,0,1,5,3,0,1,1,0,0,0,1,0,1,1.00,7.00,0.00,2,3,3.00,0.00,20,0.67,0,0,1,0,0,ACPrimer
0.01,0.99,11.99,10.17,221,57,983,0,413,0,0.68,0,0.42,0,0,0,0,0,0,1,0,1,12,5,0,5,2,0,0,0,1,0,4,0.75,10.25,6.38,2,4,1.50,0.50,52,0.65,0,2,1,0,0,ACPrimer
0.00,1.00,12.71,10.81,273,56,1106,35,354,22,0.63,1,0.35,9,0.86,0.22,0.78,0,0,1,0,1,15,6,1,7,1,0,0,0,1,0,3,0.67,11.00,4.67,2,3,2.00,0.67,60,0.70,0,0,1,0,0,ACPrimer
0.00,1.00,9.99,9.91,139,45,749,0,442,0,0.49,0,0.59,21,0,0.00,1.00,0,0,1,0,1,8,2,1,2,3,0,0,0,1,0,1,0.00,4.00,0.00,2,4,2.00,0.00,32,0.43,0,0,1,0,0,ACPrimer
0.06,0.94,18.77,12.10,268,108,1464,64,113,35,0.56,1,0.12,2,0.70,1.00,0,0,0,1,0,1,11,5,0,6,0,0,0,0,1,0,1,1.00,17.00,0.00,2,4,0.00,0.00,39,0.54,0,0,0,0,0,acrush
0.06,0.94,17.03,11.28,193,59,1107,39,62,26,0.50,1,0.09,3,0.73,1.00,0,0,0,1,0,1,7,3,0,4,0,0,0,0,1,0,1,1.00,13.00,0.00,2,3,0.00,0.00,28,0.47,0,0,1,0,0,acrush
0.06,0.94,20.86,13.01,255,69,1356,36,87,24,0.47,1,0.09,2,0.70,1.00,0,0,0,1,0,1,10,5,0,5,0,0,0,0,1,0,1,1.00,10.00,0.00,2,4,2.00,0.00,39,0.65,1,0,1,0,0,acrush
0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,acrush
0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,acrush
0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,acrush
0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,acrush
0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,acrush
0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,acrush
0.16,0.84,14.25,14.95,584,91,2906,338,563,127,0.93,1,0.31,10,1.00,1.00,0,0,0.80,1,0,1,49,31,7,11,0,0,0,0,1,0,1,0.00,94.00,0.00,2,5,2.00,0.00,101,0.59,1,0,1,0,0,ACube
0.22,0.78,15.09,12.06,179,73,981,30,128,23,0.74,1,0.16,0,0,0,0,0,0,1,0,1,5,1,0,4,0,0,0,0,1,0,0,0,0,0,3,4,0,0,32,0.64,0,0,1,0,0,ACube
0.21,0.79,13.41,12.86,294,74,1462,71,248,35,0.80,1,0.22,0,0,0,0,0,0,1,0,1,13,2,0,11,0,0,0,0,1,0,4,1.00,9.50,3.75,2,6,0.75,0.38,57,0.67,0,0,1,0,0,ACube
0.24,0.76,12.57,12.54,181,62,943,62,185,29,0.84,1,0.26,0,0,0,0,0,0,1,0,1,11,4,1,6,0,0,0,0,1,0,0,0,0,0,3,4,0,0,32,0.57,0,0,1,0,0,ACube
0.21,0.79,14.13,12.92,179,59,876,23,143,16,0.62,1,0.19,0,0,0,0,0,0,1,0,1,5,0,0,5,0,0,0,0,1,0,1,0.00,4.00,0.00,2,5,2.00,0.00,29,0.60,0,0,1,0,0,ACube
0.18,0.82,15.72,13.97,238,69,1226,50,190,32,0.73,1,0.20,0,0,0,0,0,0,1,0,1,10,7,0,3,0,0,0,0,1,0,0,0,0,0,3,4,0,0,40,0.63,0,0,1,0,0,ACube
0.21,0.79,14.09,13.84,616,105,2930,220,517,99,0.93,1,0.25,3,1.00,1.00,0,0,0.67,1,0,1,45,29,3,13,0,0,0,0,1,0,4,0.75,12.25,6.88,2,5,1.50,0.50,113,0.69,1,0,1,0,0,ACube
